image:FILE,category
train/oil_palm/57.jpg,0
train/oil_palm/881.jpg,0
train/oil_palm/450.jpg,0
train/oil_palm/28.jpg,0
train/oil_palm/62.jpg,0
train/oil_palm/6.jpg,0
train/oil_palm/577.jpg,0
train/oil_palm/886.jpg,0
train/oil_palm/643.jpg,0
train/oil_palm/445.jpg,0
train/oil_palm/903.jpg,0
train/oil_palm/141.jpg,0
train/oil_palm/377.jpg,0
train/oil_palm/815.jpg,0
train/oil_palm/505.jpg,0
train/oil_palm/893.jpg,0
train/oil_palm/852.jpg,0
train/oil_palm/519.jpg,0
train/oil_palm/658.jpg,0
train/oil_palm/972.jpg,0
train/oil_palm/943.jpg,0
train/oil_palm/938.jpg,0
train/oil_palm/838.jpg,0
train/oil_palm/582.jpg,0
train/oil_palm/47.jpg,0
train/oil_palm/626.jpg,0
train/oil_palm/789.jpg,0
train/oil_palm/935.jpg,0
train/oil_palm/438.jpg,0
train/oil_palm/475.jpg,0
train/oil_palm/453.jpg,0
train/oil_palm/266.jpg,0
train/oil_palm/158.jpg,0
train/oil_palm/572.jpg,0
train/oil_palm/75.jpg,0
train/oil_palm/828.jpg,0
train/oil_palm/981.jpg,0
train/oil_palm/537.jpg,0
train/oil_palm/859.jpg,0
train/oil_palm/223.jpg,0
train/oil_palm/792.jpg,0
train/oil_palm/451.jpg,0
train/oil_palm/534.jpg,0
train/oil_palm/7.jpg,0
train/oil_palm/966.jpg,0
train/oil_palm/333.jpg,0
train/oil_palm/538.jpg,0
train/oil_palm/415.jpg,0
train/oil_palm/500.jpg,0
train/oil_palm/547.jpg,0
train/oil_palm/330.jpg,0
train/oil_palm/681.jpg,0
train/oil_palm/992.jpg,0
train/oil_palm/605.jpg,0
train/oil_palm/735.jpg,0
train/oil_palm/705.jpg,0
train/oil_palm/813.jpg,0
train/oil_palm/920.jpg,0
train/oil_palm/424.jpg,0
train/oil_palm/663.jpg,0
train/oil_palm/504.jpg,0
train/oil_palm/520.jpg,0
train/oil_palm/659.jpg,0
train/oil_palm/768.jpg,0
train/oil_palm/132.jpg,0
train/oil_palm/587.jpg,0
train/oil_palm/1011.jpg,0
train/oil_palm/446.jpg,0
train/oil_palm/389.jpg,0
train/oil_palm/399.jpg,0
train/oil_palm/564.jpg,0
train/oil_palm/739.jpg,0
train/oil_palm/539.jpg,0
train/oil_palm/946.jpg,0
train/oil_palm/989.jpg,0
train/oil_palm/635.jpg,0
train/oil_palm/516.jpg,0
train/oil_palm/872.jpg,0
train/oil_palm/222.jpg,0
train/oil_palm/951.jpg,0
train/oil_palm/769.jpg,0
train/oil_palm/719.jpg,0
train/oil_palm/192.jpg,0
train/oil_palm/351.jpg,0
train/oil_palm/317.jpg,0
train/oil_palm/185.jpg,0
train/oil_palm/335.jpg,0
train/oil_palm/766.jpg,0
train/oil_palm/178.jpg,0
train/oil_palm/109.jpg,0
train/oil_palm/35.jpg,0
train/oil_palm/53.jpg,0
train/oil_palm/944.jpg,0
train/oil_palm/716.jpg,0
train/oil_palm/862.jpg,0
train/oil_palm/29.jpg,0
train/oil_palm/488.jpg,0
train/oil_palm/473.jpg,0
train/oil_palm/909.jpg,0
train/oil_palm/585.jpg,0
train/oil_palm/172.jpg,0
train/oil_palm/528.jpg,0
train/oil_palm/968.jpg,0
train/oil_palm/215.jpg,0
train/oil_palm/210.jpg,0
train/oil_palm/468.jpg,0
train/oil_palm/412.jpg,0
train/oil_palm/96.jpg,0
train/oil_palm/506.jpg,0
train/oil_palm/827.jpg,0
train/oil_palm/135.jpg,0
train/oil_palm/375.jpg,0
train/oil_palm/376.jpg,0
train/oil_palm/810.jpg,0
train/oil_palm/610.jpg,0
train/oil_palm/440.jpg,0
train/oil_palm/937.jpg,0
train/oil_palm/108.jpg,0
train/oil_palm/567.jpg,0
train/oil_palm/279.jpg,0
train/oil_palm/130.jpg,0
train/oil_palm/364.jpg,0
train/oil_palm/924.jpg,0
train/oil_palm/990.jpg,0
train/oil_palm/91.jpg,0
train/oil_palm/462.jpg,0
train/oil_palm/71.jpg,0
train/oil_palm/170.jpg,0
train/oil_palm/485.jpg,0
train/oil_palm/811.jpg,0
train/oil_palm/4.jpg,0
train/oil_palm/144.jpg,0
train/oil_palm/1012.jpg,0
train/oil_palm/549.jpg,0
train/oil_palm/833.jpg,0
train/oil_palm/680.jpg,0
train/oil_palm/85.jpg,0
train/oil_palm/191.jpg,0
train/oil_palm/21.jpg,0
train/oil_palm/180.jpg,0
train/oil_palm/953.jpg,0
train/oil_palm/870.jpg,0
train/oil_palm/236.jpg,0
train/oil_palm/470.jpg,0
train/oil_palm/246.jpg,0
train/oil_palm/46.jpg,0
train/oil_palm/706.jpg,0
train/oil_palm/285.jpg,0
train/oil_palm/252.jpg,0
train/oil_palm/74.jpg,0
train/oil_palm/502.jpg,0
train/oil_palm/885.jpg,0
train/oil_palm/955.jpg,0
train/oil_palm/106.jpg,0
train/oil_palm/930.jpg,0
train/oil_palm/361.jpg,0
train/oil_palm/688.jpg,0
train/oil_palm/124.jpg,0
train/oil_palm/55.jpg,0
train/oil_palm/31.jpg,0
train/oil_palm/868.jpg,0
train/oil_palm/732.jpg,0
train/oil_palm/704.jpg,0
train/oil_palm/331.jpg,0
train/oil_palm/603.jpg,0
train/oil_palm/193.jpg,0
train/oil_palm/638.jpg,0
train/oil_palm/982.jpg,0
train/oil_palm/923.jpg,0
train/oil_palm/311.jpg,0
train/oil_palm/928.jpg,0
train/oil_palm/737.jpg,0
train/oil_palm/267.jpg,0
train/oil_palm/139.jpg,0
train/oil_palm/201.jpg,0
train/oil_palm/760.jpg,0
train/oil_palm/107.jpg,0
train/oil_palm/313.jpg,0
train/oil_palm/385.jpg,0
train/oil_palm/621.jpg,0
train/oil_palm/957.jpg,0
train/oil_palm/765.jpg,0
train/oil_palm/349.jpg,0
train/oil_palm/846.jpg,0
train/oil_palm/52.jpg,0
train/oil_palm/274.jpg,0
train/oil_palm/741.jpg,0
train/oil_palm/98.jpg,0
train/oil_palm/66.jpg,0
train/oil_palm/655.jpg,0
train/oil_palm/795.jpg,0
train/oil_palm/784.jpg,0
train/oil_palm/533.jpg,0
train/oil_palm/974.jpg,0
train/oil_palm/151.jpg,0
train/oil_palm/816.jpg,0
train/oil_palm/689.jpg,0
train/oil_palm/548.jpg,0
train/oil_palm/245.jpg,0
train/oil_palm/675.jpg,0
train/oil_palm/498.jpg,0
train/oil_palm/444.jpg,0
train/oil_palm/608.jpg,0
train/oil_palm/230.jpg,0
train/oil_palm/300.jpg,0
train/oil_palm/674.jpg,0
train/oil_palm/611.jpg,0
train/oil_palm/904.jpg,0
train/oil_palm/379.jpg,0
train/oil_palm/3.jpg,0
train/oil_palm/43.jpg,0
train/oil_palm/1.jpg,0
train/oil_palm/287.jpg,0
train/oil_palm/416.jpg,0
train/oil_palm/711.jpg,0
train/oil_palm/876.jpg,0
train/oil_palm/961.jpg,0
train/oil_palm/428.jpg,0
train/oil_palm/964.jpg,0
train/oil_palm/217.jpg,0
train/oil_palm/636.jpg,0
train/oil_palm/865.jpg,0
train/oil_palm/678.jpg,0
train/oil_palm/791.jpg,0
train/oil_palm/154.jpg,0
train/oil_palm/720.jpg,0
train/oil_palm/51.jpg,0
train/oil_palm/189.jpg,0
train/oil_palm/552.jpg,0
train/oil_palm/146.jpg,0
train/oil_palm/978.jpg,0
train/oil_palm/342.jpg,0
train/oil_palm/381.jpg,0
train/oil_palm/774.jpg,0
train/oil_palm/869.jpg,0
train/oil_palm/42.jpg,0
train/oil_palm/20.jpg,0
train/oil_palm/495.jpg,0
train/oil_palm/931.jpg,0
train/oil_palm/793.jpg,0
train/oil_palm/40.jpg,0
train/oil_palm/340.jpg,0
train/oil_palm/22.jpg,0
train/oil_palm/145.jpg,0
train/oil_palm/442.jpg,0
train/oil_palm/293.jpg,0
train/oil_palm/68.jpg,0
train/oil_palm/328.jpg,0
train/oil_palm/858.jpg,0
train/oil_palm/11.jpg,0
train/oil_palm/483.jpg,0
train/oil_palm/988.jpg,0
train/oil_palm/995.jpg,0
train/oil_palm/112.jpg,0
train/oil_palm/701.jpg,0
train/oil_palm/996.jpg,0
train/oil_palm/905.jpg,0
train/oil_palm/650.jpg,0
train/oil_palm/654.jpg,0
train/oil_palm/798.jpg,0
train/oil_palm/378.jpg,0
train/oil_palm/763.jpg,0
train/oil_palm/879.jpg,0
train/oil_palm/786.jpg,0
train/oil_palm/380.jpg,0
train/oil_palm/821.jpg,0
train/oil_palm/492.jpg,0
train/oil_palm/347.jpg,0
train/oil_palm/434.jpg,0
train/oil_palm/667.jpg,0
train/oil_palm/1001.jpg,0
train/oil_palm/550.jpg,0
train/oil_palm/420.jpg,0
train/oil_palm/977.jpg,0
train/oil_palm/194.jpg,0
train/oil_palm/143.jpg,0
train/oil_palm/19.jpg,0
train/oil_palm/918.jpg,0
train/oil_palm/855.jpg,0
train/oil_palm/583.jpg,0
train/oil_palm/183.jpg,0
train/oil_palm/614.jpg,0
